date,category,item1,item2,item3,item4,difficulty
06-01,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
06-01,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
06-01,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
06-01,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
06-02,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
06-02,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
06-02,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
06-02,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
06-03,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
06-03,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
06-03,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
06-03,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
06-04,Sleep stages,N1,N2,N3,REM,yellow
06-04,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
06-04,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
06-04,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
06-05,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
06-05,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
06-05,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
06-05,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
06-06,MRI sequences,T1,T2,FLAIR,DWI,yellow
06-06,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
06-06,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
06-06,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
06-07,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
06-07,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
06-07,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
06-07,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
06-08,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
06-08,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
06-08,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
06-08,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
06-09,Tremor types,Rest,Postural,Intention,Task-specific,yellow
06-09,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
06-09,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
06-09,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
06-10,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
06-10,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
06-10,Evoked potentials,VEP,SSEP,BAER,MEP,blue
06-10,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
06-11,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
06-11,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
06-11,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
06-11,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
06-12,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
06-12,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
06-12,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
06-12,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
06-13,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
06-13,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
06-13,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
06-13,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
06-14,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
06-14,Aphasia types,Broca,Wernicke,Conduction,Global,green
06-14,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
06-14,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
06-15,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
06-15,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
06-15,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
06-15,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
06-16,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
06-16,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
06-16,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
06-16,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
06-17,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
06-17,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
06-17,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
06-17,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
06-18,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
06-18,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
06-18,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
06-18,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
06-19,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
06-19,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
06-19,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
06-19,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
06-20,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
06-20,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
06-20,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
06-20,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
06-21,Sleep stages,N1,N2,N3,REM,yellow
06-21,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
06-21,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
06-21,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
06-22,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
06-22,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
06-22,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
06-22,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
06-23,MRI sequences,T1,T2,FLAIR,DWI,yellow
06-23,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
06-23,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
06-23,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
06-24,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
06-24,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
06-24,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
06-24,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
06-25,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
06-25,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
06-25,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
06-25,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
06-26,Tremor types,Rest,Postural,Intention,Task-specific,yellow
06-26,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
06-26,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
06-26,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
06-27,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
06-27,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
06-27,Evoked potentials,VEP,SSEP,BAER,MEP,blue
06-27,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
06-28,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
06-28,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
06-28,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
06-28,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
06-29,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
06-29,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
06-29,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
06-29,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
06-30,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
06-30,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
06-30,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
06-30,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
07-01,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
07-01,Aphasia types,Broca,Wernicke,Conduction,Global,green
07-01,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
07-01,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
07-02,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
07-02,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
07-02,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
07-02,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
07-03,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
07-03,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
07-03,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
07-03,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
07-04,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
07-04,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
07-04,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
07-04,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
07-05,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
07-05,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
07-05,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
07-05,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
07-06,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
07-06,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
07-06,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
07-06,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
07-07,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
07-07,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
07-07,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
07-07,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
07-08,Sleep stages,N1,N2,N3,REM,yellow
07-08,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
07-08,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
07-08,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
07-09,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
07-09,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
07-09,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
07-09,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
07-10,MRI sequences,T1,T2,FLAIR,DWI,yellow
07-10,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
07-10,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
07-10,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
07-11,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
07-11,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
07-11,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
07-11,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
07-12,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
07-12,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
07-12,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
07-12,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
07-13,Tremor types,Rest,Postural,Intention,Task-specific,yellow
07-13,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
07-13,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
07-13,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
07-14,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
07-14,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
07-14,Evoked potentials,VEP,SSEP,BAER,MEP,blue
07-14,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
07-15,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
07-15,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
07-15,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
07-15,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
07-16,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
07-16,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
07-16,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
07-16,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
07-17,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
07-17,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
07-17,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
07-17,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
07-18,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
07-18,Aphasia types,Broca,Wernicke,Conduction,Global,green
07-18,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
07-18,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
07-19,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
07-19,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
07-19,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
07-19,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
07-20,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
07-20,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
07-20,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
07-20,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
07-21,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
07-21,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
07-21,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
07-21,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
07-22,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
07-22,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
07-22,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
07-22,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
07-23,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
07-23,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
07-23,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
07-23,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
07-24,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
07-24,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
07-24,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
07-24,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
07-25,Sleep stages,N1,N2,N3,REM,yellow
07-25,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
07-25,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
07-25,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
07-26,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
07-26,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
07-26,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
07-26,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
07-27,MRI sequences,T1,T2,FLAIR,DWI,yellow
07-27,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
07-27,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
07-27,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
07-28,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
07-28,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
07-28,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
07-28,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
07-29,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
07-29,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
07-29,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
07-29,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
07-30,Tremor types,Rest,Postural,Intention,Task-specific,yellow
07-30,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
07-30,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
07-30,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
07-31,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
07-31,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
07-31,Evoked potentials,VEP,SSEP,BAER,MEP,blue
07-31,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
08-01,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
08-01,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
08-01,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
08-01,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
08-02,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
08-02,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
08-02,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
08-02,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
08-03,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
08-03,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
08-03,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
08-03,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
08-04,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
08-04,Aphasia types,Broca,Wernicke,Conduction,Global,green
08-04,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
08-04,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
08-05,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
08-05,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
08-05,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
08-05,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
08-06,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
08-06,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
08-06,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
08-06,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
08-07,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
08-07,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
08-07,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
08-07,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
08-08,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
08-08,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
08-08,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
08-08,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
08-09,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
08-09,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
08-09,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
08-09,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
08-10,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
08-10,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
08-10,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
08-10,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
08-11,Sleep stages,N1,N2,N3,REM,yellow
08-11,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
08-11,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
08-11,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
08-12,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
08-12,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
08-12,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
08-12,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
08-13,MRI sequences,T1,T2,FLAIR,DWI,yellow
08-13,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
08-13,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
08-13,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
08-14,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
08-14,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
08-14,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
08-14,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
08-15,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
08-15,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
08-15,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
08-15,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
