date,category,item1,item2,item3,item4,difficulty
05-23,Autoimmune syndromes,LGI1 encephalitis,ADEM,anti-NMDA encephalitis,MOG antibody disease,purple
05-24,NMJ signs,congenital myasthenic,Lambert-Eaton syndrome,myasthenia gravis,botulism,yellow
05-24,NMJ cases,botulism,Lambert-Eaton syndrome,myasthenia gravis,congenital myasthenic,green
05-24,Vascular overview,dabigatran,aspirin,dipyridamole,edoxaban,blue
05-24,Peripheral cases,Saturday night palsy,tarsal tunnel syndrome,cubital tunnel syndrome,peroneal neuropathy,purple
05-25,Imaging profiles,Dawson fingers,insular ribbon sign,pulvinar sign,eye of the tiger sign,yellow
05-25,Tumor examples,astrocytoma,schwannoma,oligodendroglioma,craniopharyngioma,green
05-25,Tumor features,meningioma,medulloblastoma,hemangioblastoma,glioblastoma,blue
05-25,Cognitive hallmarks,Lewy body dementia,mild cognitive impairment,frontotemporal dementia,Alzheimer disease,purple
05-26,Pharmacology concepts,perampanel,rasagiline,atogepant,safinamide,yellow
05-26,Imaging patterns,insular ribbon sign,hummingbird sign,eye of the tiger sign,empty delta sign,green
05-26,Pharmacology aspects,vigabatrin,levetiracetam,ropinirole,donepezil,blue
05-26,Imaging findings,pulvinar sign,hyperdense MCA sign,hot cross bun sign,Dawson fingers,purple
05-27,Cortical presentations,acalculia,agnosia,constructional apraxia,apraxia,yellow
05-27,Cerebellar examples,pendular reflexes,titubation,dysmetria,intention tremor,green
05-27,Cortical patterns,hemineglect,prosopagnosia,aphasia,transcortical aphasia,blue
05-27,Cortical spectrum,semantic dementia,agraphia,alexia,ideational apraxia,purple
05-28,Stroke entities,watershed infarct,thalamic infarct,malignant MCA syndrome,lacunar infarct,yellow
05-28,Infectious types,toxoplasma abscess,tuberculous meningitis,listeria meningitis,neurosyphilis,green
05-28,Imaging pearls,insular ribbon sign,hot cross bun sign,eye of the tiger sign,pulvinar sign,blue
05-28,Headache profiles,SUNCT,migraine with aura,thunderclap headache,cluster headache,purple
05-29,Visual examples,homonymous hemianopia,oscillopsia,photopsia,amaurosis fugax,yellow
05-29,Visual patterns,quadrantanopia,central scotoma,diplopia,bitemporal hemianopia,green
05-29,NMJ spectrum,myasthenia gravis,Lambert-Eaton syndrome,botulism,congenital myasthenic,blue
05-29,NMJ entities,myasthenia gravis,Lambert-Eaton syndrome,botulism,congenital myasthenic,purple
05-30,Metabolic landmarks,hypothyroid myopathy,hepatic encephalopathy,hypoglycemic encephalopathy,B12 deficiency,yellow
05-30,Metabolic patterns,diabetic amyotrophy,hyponatremic encephalopathy,hyperammonemic encephalopathy,Wernicke encephalopathy,green
05-30,Cognitive topics,primary progressive aphasia,posterior cortical atrophy,Lewy body dementia,vascular dementia,blue
05-30,Cortical profiles,acalculia,constructional apraxia,alexia,apraxia,purple
05-31,NMJ classics,myasthenia gravis,congenital myasthenic,botulism,Lambert-Eaton syndrome,yellow
05-31,Toxic spectrum,linezolid neuropathy,vincristine neuropathy,isoniazid neuropathy,amiodarone neuropathy,green
05-31,Vascular examples,dabigatran,rivaroxaban,edoxaban,aspirin,blue
05-31,NMJ examples,congenital myasthenic,myasthenia gravis,botulism,Lambert-Eaton syndrome,purple
06-01,Cognitive insights,Lewy body dementia,primary progressive aphasia,vascular dementia,frontotemporal dementia,yellow
06-01,Imaging topics,eye of the tiger sign,hummingbird sign,pulvinar sign,Dawson fingers,green
06-01,Cognitive themes,posterior cortical atrophy,mild cognitive impairment,Korsakoff syndrome,Alzheimer disease,blue
06-01,Tumor concepts,oligodendroglioma,hemangioblastoma,glioblastoma,medulloblastoma,purple
06-02,Pharmacology topics,erenumab,perampanel,clobazam,glatiramer acetate,yellow
06-02,Imaging signs,Dawson fingers,hummingbird sign,empty delta sign,eye of the tiger sign,green
06-02,Epilepsy findings,Jacksonian march,gelastic seizure,status epilepticus,focal impaired awareness,blue
06-02,Pharmacology overview,teriflunomide,brivaracetam,topiramate,memantine,purple
06-03,Cortical features,agraphia,agnosia,acalculia,constructional apraxia,yellow
06-03,Cortical classics,hemineglect,semantic dementia,transcortical aphasia,aphasia,green
06-03,Exam highlights,Babinski sign,Romberg test,Moro reflex,snout reflex,blue
06-03,Cerebellar notes,nystagmus,rebound,pendular reflexes,heel-to-shin,purple
06-04,Infectious spectrum,listeria meningitis,VZV vasculopathy,toxoplasma abscess,West Nile encephalitis,yellow
06-04,Headache topics,thunderclap headache,SUNA,tension-type headache,hemiplegic migraine,green
06-04,Imaging phenotypes,Dawson fingers,pulvinar sign,hummingbird sign,hyperdense MCA sign,blue
06-04,Headache concepts,new daily persistent,trigeminal neuralgia,paroxysmal hemicrania,SUNCT,purple
06-05,Visual signs,central scotoma,oscillopsia,quadrantanopia,homonymous hemianopia,yellow
06-05,Cerebellar insights,pendular reflexes,finger-nose-finger,dysdiadochokinesia,dysmetria,green
06-05,Visual fundamentals,photopsia,bitemporal hemianopia,amaurosis fugax,diplopia,blue
06-05,Visual landmarks,oscillopsia,central scotoma,amaurosis fugax,diplopia,purple
06-06,Metabolic fundamentals,diabetic amyotrophy,hypothyroid myopathy,hyponatremic encephalopathy,hyperammonemic encephalopathy,yellow
06-06,Metabolic signs,hepatic encephalopathy,Wernicke encephalopathy,hypoglycemic encephalopathy,B12 deficiency,green
06-06,Cognitive aspects,Lewy body dementia,Korsakoff syndrome,vascular dementia,primary progressive aphasia,blue
06-06,Autoimmune spectrum,GAD65 encephalitis,ADEM,CASPR2 encephalitis,MOG antibody disease,purple
06-07,NMJ phenotypes,myasthenia gravis,congenital myasthenic,Lambert-Eaton syndrome,botulism,yellow
06-07,Toxic overview,amiodarone neuropathy,vincristine neuropathy,linezolid neuropathy,isoniazid neuropathy,green
06-07,Peripheral manifestations,radial neuropathy,meralgia paresthetica,cubital tunnel syndrome,Bell palsy,blue
06-07,Vascular presentations,aspirin,dabigatran,ticagrelor,dipyridamole,purple
06-08,Cognitive profiles,frontotemporal dementia,vascular dementia,posterior cortical atrophy,Korsakoff syndrome,yellow
06-08,Infectious topics,HSV encephalitis,West Nile encephalitis,tuberculous meningitis,listeria meningitis,green
06-08,Imaging features,eye of the tiger sign,hot cross bun sign,empty delta sign,pulvinar sign,blue
06-08,Infectious cases,neurosyphilis,cryptococcal meningitis,VZV vasculopathy,toxoplasma abscess,purple
06-09,Imaging clues,pulvinar sign,eye of the tiger sign,empty delta sign,Dawson fingers,yellow
06-09,Epilepsy hallmarks,Jacksonian march,focal impaired awareness,absence seizure,generalized tonic-clonic,green
06-09,Epilepsy highlights,focal aware seizure,status epilepticus,gelastic seizure,generalized tonic-clonic,blue
06-09,Epilepsy spectrum,status epilepticus,infantile spasms,gelastic seizure,focal aware seizure,purple
06-10,Exam presentations,snout reflex,Romberg test,Brudzinski sign,Kernig sign,yellow
06-10,Cerebellar classics,nystagmus,truncal ataxia,dysmetria,rebound,green
06-10,Exam phenotypes,Moro reflex,Lhermitte sign,Hoffmann sign,Babinski sign,blue
06-10,Cerebellar syndromes,ataxia,intention tremor,heel-to-shin,titubation,purple
06-11,Imaging hallmarks,hyperdense MCA sign,insular ribbon sign,hummingbird sign,eye of the tiger sign,yellow
06-11,Headache types,migraine with aura,SUNA,trigeminal neuralgia,hemiplegic migraine,green
06-11,Infectious insights,HSV encephalitis,West Nile encephalitis,listeria meningitis,cryptococcal meningitis,blue
06-11,Imaging notes,Dawson fingers,pulvinar sign,empty delta sign,hot cross bun sign,purple
06-12,Brainstem landmarks,Claude syndrome,Weber syndrome,one-and-a-half syndrome,Wallenberg syndrome,yellow
06-12,Cerebellar aspects,wide-based gait,rebound,dysdiadochokinesia,truncal ataxia,green
06-12,Visual syndromes,central scotoma,quadrantanopia,homonymous hemianopia,diplopia,blue
06-12,Brainstem patterns,Parinaud syndrome,Benedikt syndrome,Horner syndrome,internuclear ophthalmoplegia,purple
06-13,Metabolic topics,hepatic encephalopathy,B12 deficiency,diabetic amyotrophy,hypothyroid myopathy,yellow
06-13,Autoimmune signs,multiple sclerosis,CASPR2 encephalitis,GAD65 encephalitis,ADEM,green
06-13,Metabolic examples,Wernicke encephalopathy,hyperammonemic encephalopathy,hyponatremic encephalopathy,hypoglycemic encephalopathy,blue
06-13,Cortical manifestations,semantic dementia,ideational apraxia,acalculia,alexia,purple
06-14,Vascular types,rivaroxaban,aspirin,ticagrelor,dabigatran,yellow
06-14,NMJ aspects,congenital myasthenic,Lambert-Eaton syndrome,botulism,myasthenia gravis,green
06-14,Peripheral concepts,radial neuropathy,meralgia paresthetica,carpal tunnel syndrome,Saturday night palsy,blue
06-14,NMJ hallmarks,congenital myasthenic,Lambert-Eaton syndrome,botulism,myasthenia gravis,purple
06-15,Tumor pearls,glioblastoma,medulloblastoma,schwannoma,astrocytoma,yellow
06-15,Cognitive features,primary progressive aphasia,mild cognitive impairment,Alzheimer disease,frontotemporal dementia,green
06-15,Infectious clues,VZV vasculopathy,tuberculous meningitis,neurosyphilis,West Nile encephalitis,blue
06-15,Cognitive basics,Lewy body dementia,vascular dementia,posterior cortical atrophy,Korsakoff syndrome,purple
06-16,Cortical examples,apraxia,semantic dementia,transcortical aphasia,prosopagnosia,yellow
06-16,Epilepsy aspects,absence seizure,focal aware seizure,infantile spasms,status epilepticus,green
06-16,Epilepsy phenotypes,Jacksonian march,focal impaired awareness,generalized tonic-clonic,gelastic seizure,blue
06-16,Imaging fundamentals,hummingbird sign,Dawson fingers,hyperdense MCA sign,eye of the tiger sign,purple
06-17,Movement landmarks,festination,athetosis,parkinsonian gait,bradykinesia,yellow
06-17,Cortical overview,agnosia,aphasia,ideational apraxia,prosopagnosia,green
06-17,Movement concepts,akinesia,myoclonus,tremor,postural tremor,blue
06-17,Exam profiles,Brudzinski sign,Lhermitte sign,Hoffmann sign,Babinski sign,purple
06-18,Stroke cases,thalamic infarct,lacunar infarct,malignant MCA syndrome,watershed infarct,yellow
06-18,Headache clues,hemiplegic migraine,tension-type headache,thunderclap headache,paroxysmal hemicrania,green
06-18,Stroke pearls,thalamic infarct,watershed infarct,lacunar infarct,malignant MCA syndrome,blue
06-18,Headache classics,migraine with aura,trigeminal neuralgia,new daily persistent,SUNCT,purple
06-19,Brainstem themes,Wallenberg syndrome,internuclear ophthalmoplegia,Parinaud syndrome,one-and-a-half syndrome,yellow
06-19,NMJ highlights,congenital myasthenic,botulism,myasthenia gravis,Lambert-Eaton syndrome,green
06-19,Visual aspects,bitemporal hemianopia,amaurosis fugax,quadrantanopia,oscillopsia,blue
06-19,Brainstem manifestations,Benedikt syndrome,Horner syndrome,Weber syndrome,Claude syndrome,purple
06-20,Autoimmune basics,ADEM,CASPR2 encephalitis,MOG antibody disease,NMOSD,yellow
06-20,Autoimmune patterns,LGI1 encephalitis,multiple sclerosis,GAD65 encephalitis,anti-NMDA encephalitis,green
06-20,Metabolic spectrum,hypoglycemic encephalopathy,hyponatremic encephalopathy,hypothyroid myopathy,B12 deficiency,blue
06-20,Metabolic basics,hyperammonemic encephalopathy,hepatic encephalopathy,Wernicke encephalopathy,diabetic amyotrophy,purple
06-21,Toxic phenotypes,amiodarone neuropathy,linezolid neuropathy,isoniazid neuropathy,vincristine neuropathy,yellow
06-21,Vascular entities,apixaban,edoxaban,dipyridamole,clopidogrel,green
06-21,NMJ manifestations,Lambert-Eaton syndrome,congenital myasthenic,myasthenia gravis,botulism,blue
06-21,Vascular syndromes,ticagrelor,aspirin,dabigatran,rivaroxaban,purple
06-22,Infectious classics,cryptococcal meningitis,toxoplasma abscess,West Nile encephalitis,tuberculous meningitis,yellow
06-22,Tumor themes,meningioma,schwannoma,craniopharyngioma,medulloblastoma,green
06-22,Tumor signs,astrocytoma,hemangioblastoma,glioblastoma,oligodendroglioma,blue
06-22,Infectious profiles,HSV encephalitis,listeria meningitis,neurosyphilis,VZV vasculopathy,purple
06-23,Epilepsy clues,Jacksonian march,focal aware seizure,infantile spasms,focal impaired awareness,yellow
06-23,Imaging cases,Dawson fingers,pulvinar sign,hyperdense MCA sign,hot cross bun sign,green
06-23,Imaging manifestations,hummingbird sign,pulvinar sign,Dawson fingers,insular ribbon sign,blue
06-23,Imaging aspects,empty delta sign,hummingbird sign,eye of the tiger sign,insular ribbon sign,purple
06-24,Movement presentations,akinesia,postural tremor,tremor,freezing of gait,yellow
06-24,Exam aspects,snout reflex,Babinski sign,Kernig sign,Romberg test,green
06-24,Movement aspects,festination,dystonia,bradykinesia,rest tremor,blue
06-24,Cerebellar patterns,finger-nose-finger,titubation,ataxia,heel-to-shin,purple
06-25,Infectious entities,cryptococcal meningitis,HSV encephalitis,neurosyphilis,VZV vasculopathy,yellow
06-25,Infectious basics,toxoplasma abscess,tuberculous meningitis,West Nile encephalitis,listeria meningitis,green
06-25,Imaging presentations,eye of the tiger sign,Dawson fingers,hot cross bun sign,pulvinar sign,blue
06-25,Imaging types,hyperdense MCA sign,empty delta sign,insular ribbon sign,hummingbird sign,purple
06-26,Brainstem signs,Wallenberg syndrome,Horner syndrome,Benedikt syndrome,internuclear ophthalmoplegia,yellow
06-26,Brainstem pearls,Weber syndrome,Claude syndrome,Parinaud syndrome,one-and-a-half syndrome,green
06-26,NMJ clues,botulism,congenital myasthenic,Lambert-Eaton syndrome,myasthenia gravis,blue
06-26,Cerebellar hallmarks,titubation,dysdiadochokinesia,pendular reflexes,truncal ataxia,purple
06-27,Autoimmune features,ADEM,CASPR2 encephalitis,GAD65 encephalitis,multiple sclerosis,yellow
06-27,Metabolic pearls,hepatic encephalopathy,diabetic amyotrophy,Wernicke encephalopathy,hyperammonemic encephalopathy,green
06-27,Cortical types,apraxia,ideational apraxia,aphasia,constructional apraxia,blue
06-27,Cortical notes,semantic dementia,hemineglect,acalculia,alexia,purple
06-28,NMJ notes,congenital myasthenic,Lambert-Eaton syndrome,botulism,myasthenia gravis,yellow
06-28,Toxic notes,linezolid neuropathy,isoniazid neuropathy,vincristine neuropathy,amiodarone neuropathy,green
06-28,Vascular phenotypes,rivaroxaban,aspirin,apixaban,clopidogrel,blue
06-28,Peripheral presentations,Saturday night palsy,meralgia paresthetica,carpal tunnel syndrome,Bell palsy,purple
06-29,Cognitive findings,Korsakoff syndrome,posterior cortical atrophy,Lewy body dementia,Alzheimer disease,yellow
06-29,Cognitive cases,frontotemporal dementia,mild cognitive impairment,vascular dementia,primary progressive aphasia,green
06-29,Tumor entities,hemangioblastoma,oligodendroglioma,glioblastoma,schwannoma,blue
06-29,Cognitive fundamentals,posterior cortical atrophy,Korsakoff syndrome,Lewy body dementia,primary progressive aphasia,purple
06-30,Cortical hallmarks,constructional apraxia,agraphia,apraxia,semantic dementia,yellow
06-30,Epilepsy basics,gelastic seizure,infantile spasms,Jacksonian march,focal aware seizure,green
06-30,Imaging entities,pulvinar sign,eye of the tiger sign,hyperdense MCA sign,hot cross bun sign,blue
06-30,Epilepsy notes,generalized tonic-clonic,absence seizure,status epilepticus,focal impaired awareness,purple
07-01,Cortical syndromes,agraphia,hemineglect,acalculia,alexia,yellow
07-01,Movement essentials,tremor,freezing of gait,myoclonus,bradykinesia,green
07-01,Exam features,Lhermitte sign,Babinski sign,Moro reflex,snout reflex,blue
07-01,Cerebellar cases,pendular reflexes,rebound,wide-based gait,truncal ataxia,purple
07-02,Infectious manifestations,neurosyphilis,VZV vasculopathy,cryptococcal meningitis,listeria meningitis,yellow
07-02,Imaging themes,hot cross bun sign,pulvinar sign,empty delta sign,insular ribbon sign,green
07-02,Infectious pearls,toxoplasma abscess,West Nile encephalitis,HSV encephalitis,tuberculous meningitis,blue
07-02,Infectious notes,HSV encephalitis,listeria meningitis,cryptococcal meningitis,West Nile encephalitis,purple
07-03,NMJ basics,Lambert-Eaton syndrome,congenital myasthenic,botulism,myasthenia gravis,yellow
07-03,Brainstem essentials,internuclear ophthalmoplegia,Wallenberg syndrome,Claude syndrome,Benedikt syndrome,green
07-03,NMJ insights,botulism,myasthenia gravis,congenital myasthenic,Lambert-Eaton syndrome,blue
07-03,Cerebellar phenotypes,rebound,finger-nose-finger,nystagmus,titubation,purple
07-04,Cortical insights,semantic dementia,hemineglect,prosopagnosia,alexia,yellow
07-04,Cortical themes,aphasia,acalculia,apraxia,agraphia,green
07-04,Cognitive phenotypes,Alzheimer disease,primary progressive aphasia,mild cognitive impairment,Lewy body dementia,blue
07-04,Autoimmune landmarks,NMOSD,multiple sclerosis,GAD65 encephalitis,MOG antibody disease,purple
07-05,Vascular essentials,aspirin,rivaroxaban,clopidogrel,dabigatran,yellow
07-05,NMJ presentations,Lambert-Eaton syndrome,botulism,myasthenia gravis,congenital myasthenic,green
07-05,NMJ pearls,congenital myasthenic,Lambert-Eaton syndrome,botulism,myasthenia gravis,blue
07-05,Peripheral insights,meralgia paresthetica,cubital tunnel syndrome,Saturday night palsy,tarsal tunnel syndrome,purple
07-06,Tumor classics,hemangioblastoma,medulloblastoma,schwannoma,oligodendroglioma,yellow
07-06,Infectious hallmarks,cryptococcal meningitis,tuberculous meningitis,West Nile encephalitis,listeria meningitis,green
07-06,Tumor presentations,glioblastoma,meningioma,astrocytoma,craniopharyngioma,blue
07-06,Infectious highlights,VZV vasculopathy,toxoplasma abscess,HSV encephalitis,neurosyphilis,purple
07-07,Epilepsy overview,infantile spasms,focal aware seizure,focal impaired awareness,gelastic seizure,yellow
07-07,Pharmacology patterns,levodopa,fremanezumab,selegiline,sumatriptan,green
07-07,Epilepsy patterns,infantile spasms,Jacksonian march,focal aware seizure,gelastic seizure,blue
07-07,Epilepsy signs,focal impaired awareness,absence seizure,status epilepticus,generalized tonic-clonic,purple
07-08,Exam findings,Babinski sign,Moro reflex,Kernig sign,Hoffmann sign,yellow
07-08,Exam overview,snout reflex,Lhermitte sign,Romberg test,Brudzinski sign,green
07-08,Movement types,athetosis,parkinsonian gait,festination,dystonia,blue
07-08,Movement topics,freezing of gait,bradykinesia,micrographia,akinesia,purple
07-09,Stroke phenotypes,watershed infarct,lacunar infarct,thalamic infarct,malignant MCA syndrome,yellow
07-09,Headache presentations,migraine with aura,paroxysmal hemicrania,cluster headache,tension-type headache,green
07-09,Headache signs,trigeminal neuralgia,occipital neuralgia,new daily persistent,SUNCT,blue
07-09,Stroke clues,malignant MCA syndrome,thalamic infarct,watershed infarct,lacunar infarct,purple
07-10,Visual hallmarks,central scotoma,photopsia,oscillopsia,homonymous hemianopia,yellow
07-10,Cerebellar fundamentals,rebound,heel-to-shin,dysdiadochokinesia,dysmetria,green
07-10,NMJ fundamentals,Lambert-Eaton syndrome,congenital myasthenic,myasthenia gravis,botulism,blue
07-10,Visual features,bitemporal hemianopia,amaurosis fugax,diplopia,quadrantanopia,purple
07-11,Autoimmune phenotypes,CASPR2 encephalitis,anti-NMDA encephalitis,LGI1 encephalitis,ADEM,yellow
07-11,Cognitive manifestations,mild cognitive impairment,Lewy body dementia,Korsakoff syndrome,frontotemporal dementia,green
07-11,Autoimmune highlights,GAD65 encephalitis,NMOSD,MOG antibody disease,multiple sclerosis,blue
07-11,Cortical fundamentals,ideational apraxia,prosopagnosia,agnosia,constructional apraxia,purple
07-12,Peripheral notes,cubital tunnel syndrome,Bell palsy,meralgia paresthetica,carpal tunnel syndrome,yellow
07-12,NMJ overview,congenital myasthenic,Lambert-Eaton syndrome,myasthenia gravis,botulism,green
07-12,Toxic clues,isoniazid neuropathy,linezolid neuropathy,amiodarone neuropathy,vincristine neuropathy,blue
07-12,Vascular spectrum,rivaroxaban,dabigatran,edoxaban,aspirin,purple
07-13,Infectious presentations,listeria meningitis,toxoplasma abscess,HSV encephalitis,cryptococcal meningitis,yellow
07-13,Tumor highlights,meningioma,astrocytoma,hemangioblastoma,oligodendroglioma,green
07-13,Tumor clues,craniopharyngioma,schwannoma,glioblastoma,astrocytoma,blue
07-13,Tumor examples,craniopharyngioma,schwannoma,medulloblastoma,glioblastoma,purple
07-14,Pharmacology profiles,sumatriptan,clobazam,ropinirole,amantadine,yellow
07-14,Cortical basics,hemineglect,acalculia,constructional apraxia,transcortical aphasia,green
07-14,Pharmacology presentations,donepezil,lamotrigine,zonisamide,memantine,blue
07-14,Epilepsy pearls,focal aware seizure,absence seizure,generalized tonic-clonic,focal impaired awareness,purple
07-15,Movement cases,dyskinesia,dystonia,rigidity,tremor,yellow
07-15,Cortical phenotypes,constructional apraxia,prosopagnosia,semantic dementia,agraphia,green
07-15,Movement basics,akinesia,bradykinesia,hypomimia,festination,blue
07-15,Cortical presentations,alexia,apraxia,ideational apraxia,acalculia,purple
07-16,Stroke highlights,thalamic infarct,malignant MCA syndrome,lacunar infarct,watershed infarct,yellow
07-16,Infectious patterns,VZV vasculopathy,toxoplasma abscess,listeria meningitis,cryptococcal meningitis,green
07-16,Imaging profiles,empty delta sign,pulvinar sign,eye of the tiger sign,Dawson fingers,blue
07-16,Imaging classics,hummingbird sign,insular ribbon sign,hyperdense MCA sign,hot cross bun sign,purple
07-17,Cerebellar overview,truncal ataxia,dysdiadochokinesia,ataxia,finger-nose-finger,yellow
07-17,Brainstem topics,Weber syndrome,Horner syndrome,Benedikt syndrome,Parinaud syndrome,green
07-17,Visual profiles,diplopia,photopsia,bitemporal hemianopia,amaurosis fugax,blue
07-17,Brainstem presentations,one-and-a-half syndrome,internuclear ophthalmoplegia,Wallenberg syndrome,Claude syndrome,purple
07-18,Metabolic entities,hypothyroid myopathy,hypoglycemic encephalopathy,diabetic amyotrophy,Wernicke encephalopathy,yellow
07-18,Metabolic insights,hyponatremic encephalopathy,Wernicke encephalopathy,hypothyroid myopathy,diabetic amyotrophy,green
07-18,Metabolic aspects,B12 deficiency,hepatic encephalopathy,hyponatremic encephalopathy,hyperammonemic encephalopathy,blue
07-18,Cortical aspects,transcortical aphasia,ideational apraxia,constructional apraxia,aphasia,purple
07-19,Vascular insights,rivaroxaban,dipyridamole,apixaban,dabigatran,yellow
07-19,Vascular classics,clopidogrel,aspirin,edoxaban,ticagrelor,green
07-19,Peripheral clues,carpal tunnel syndrome,cubital tunnel syndrome,radial neuropathy,tarsal tunnel syndrome,blue
07-19,NMJ essentials,botulism,Lambert-Eaton syndrome,congenital myasthenic,myasthenia gravis,purple
07-20,Tumor fundamentals,astrocytoma,glioblastoma,hemangioblastoma,medulloblastoma,yellow
07-20,Tumor landmarks,craniopharyngioma,oligodendroglioma,meningioma,schwannoma,green
07-20,Infectious features,cryptococcal meningitis,tuberculous meningitis,toxoplasma abscess,neurosyphilis,blue
07-20,Cognitive clues,primary progressive aphasia,Lewy body dementia,Alzheimer disease,frontotemporal dementia,purple
07-21,Pharmacology syndromes,donepezil,vigabatrin,carbamazepine,lacosamide,yellow
07-21,Pharmacology examples,alemtuzumab,erenumab,topiramate,fingolimod,green
07-21,Pharmacology landmarks,teriflunomide,tiagabine,sumatriptan,dihydroergotamine,blue
07-21,Epilepsy manifestations,infantile spasms,absence seizure,Jacksonian march,generalized tonic-clonic,purple
07-22,Cortical landmarks,constructional apraxia,apraxia,agraphia,hemineglect,yellow
07-22,Cerebellar themes,heel-to-shin,finger-nose-finger,dysmetria,pendular reflexes,green
07-22,Cerebellar landmarks,wide-based gait,ataxia,intention tremor,rebound,blue
07-22,Cortical highlights,agnosia,semantic dementia,ideational apraxia,prosopagnosia,purple
07-23,Imaging essentials,hot cross bun sign,hummingbird sign,empty delta sign,Dawson fingers,yellow
07-23,Infectious signs,cryptococcal meningitis,neurosyphilis,VZV vasculopathy,listeria meningitis,green
07-23,Stroke entities,malignant MCA syndrome,lacunar infarct,thalamic infarct,watershed infarct,blue
07-23,Headache concepts,migraine with aura,occipital neuralgia,trigeminal neuralgia,hemiplegic migraine,purple
07-24,Brainstem cases,Benedikt syndrome,internuclear ophthalmoplegia,Claude syndrome,Weber syndrome,yellow
07-24,Brainstem basics,Wallenberg syndrome,Weber syndrome,Benedikt syndrome,internuclear ophthalmoplegia,green
07-24,Visual overview,diplopia,homonymous hemianopia,photopsia,amaurosis fugax,blue
07-24,Brainstem spectrum,Parinaud syndrome,one-and-a-half syndrome,Horner syndrome,Wallenberg syndrome,purple
07-25,Metabolic features,hyperammonemic encephalopathy,diabetic amyotrophy,hypothyroid myopathy,Wernicke encephalopathy,yellow
07-25,Cognitive notes,frontotemporal dementia,Lewy body dementia,posterior cortical atrophy,vascular dementia,green
07-25,Cognitive aspects,frontotemporal dementia,mild cognitive impairment,Alzheimer disease,primary progressive aphasia,blue
07-25,Cognitive highlights,vascular dementia,posterior cortical atrophy,Korsakoff syndrome,Lewy body dementia,purple
07-26,Peripheral highlights,Bell palsy,peroneal neuropathy,Saturday night palsy,tarsal tunnel syndrome,yellow
07-26,Vascular cases,dipyridamole,rivaroxaban,clopidogrel,apixaban,green
07-26,Vascular hallmarks,dabigatran,ticagrelor,aspirin,edoxaban,blue
07-26,Peripheral types,cubital tunnel syndrome,meralgia paresthetica,radial neuropathy,carpal tunnel syndrome,purple
07-27,Tumor overview,schwannoma,oligodendroglioma,medulloblastoma,glioblastoma,yellow
07-27,Tumor concepts,hemangioblastoma,craniopharyngioma,meningioma,astrocytoma,green
07-27,Cognitive examples,posterior cortical atrophy,frontotemporal dementia,mild cognitive impairment,Korsakoff syndrome,blue
07-27,Cognitive pearls,vascular dementia,Alzheimer disease,Lewy body dementia,primary progressive aphasia,purple
07-28,Epilepsy features,gelastic seizure,infantile spasms,status epilepticus,focal aware seizure,yellow
07-28,Cortical topics,aphasia,agraphia,ideational apraxia,semantic dementia,green
07-28,Imaging pearls,eye of the tiger sign,hummingbird sign,hyperdense MCA sign,empty delta sign,blue
07-28,Imaging basics,insular ribbon sign,Dawson fingers,pulvinar sign,hot cross bun sign,purple
07-29,Cortical profiles,hemineglect,apraxia,agnosia,ideational apraxia,yellow
07-29,Exam patterns,Lhermitte sign,Romberg test,snout reflex,Moro reflex,green
07-29,Cortical entities,aphasia,alexia,semantic dementia,transcortical aphasia,blue
07-29,Exam signs,Brudzinski sign,Babinski sign,Kernig sign,Hoffmann sign,purple
07-30,Infectious essentials,West Nile encephalitis,listeria meningitis,cryptococcal meningitis,tuberculous meningitis,yellow
07-30,Stroke spectrum,lacunar infarct,malignant MCA syndrome,watershed infarct,thalamic infarct,green
07-30,Infectious topics,listeria meningitis,tuberculous meningitis,HSV encephalitis,neurosyphilis,blue
07-30,Infectious concepts,VZV vasculopathy,neurosyphilis,toxoplasma abscess,HSV encephalitis,purple
07-31,Brainstem clues,Horner syndrome,internuclear ophthalmoplegia,Weber syndrome,Claude syndrome,yellow
07-31,NMJ cases,myasthenia gravis,botulism,congenital myasthenic,Lambert-Eaton syndrome,green
07-31,Cerebellar types,pendular reflexes,truncal ataxia,heel-to-shin,dysdiadochokinesia,blue
07-31,Cerebellar basics,ataxia,dysmetria,rebound,nystagmus,purple
08-01,Autoimmune fundamentals,MOG antibody disease,ADEM,LGI1 encephalitis,anti-NMDA encephalitis,yellow
08-01,Autoimmune cases,NMOSD,GAD65 encephalitis,CASPR2 encephalitis,multiple sclerosis,green
08-01,Cortical clues,transcortical aphasia,agraphia,ideational apraxia,agnosia,blue
08-01,Metabolic fundamentals,hyponatremic encephalopathy,hypothyroid myopathy,diabetic amyotrophy,hepatic encephalopathy,purple
08-02,NMJ spectrum,Lambert-Eaton syndrome,congenital myasthenic,myasthenia gravis,botulism,yellow
08-02,Toxic classics,amiodarone neuropathy,vincristine neuropathy,isoniazid neuropathy,linezolid neuropathy,green
08-02,Peripheral basics,cubital tunnel syndrome,tarsal tunnel syndrome,radial neuropathy,meralgia paresthetica,blue
08-02,Toxic manifestations,isoniazid neuropathy,linezolid neuropathy,vincristine neuropathy,amiodarone neuropathy,purple
08-03,Tumor manifestations,craniopharyngioma,hemangioblastoma,schwannoma,glioblastoma,yellow
08-03,Infectious syndromes,listeria meningitis,tuberculous meningitis,toxoplasma abscess,West Nile encephalitis,green
