date,category,item1,item2,item3,item4,difficulty
6/3,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
6/4,MRI sequences,T1,T2,FLAIR,DWI,yellow
6/4,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
6/4,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
6/4,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
6/5,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
6/5,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
6/5,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
6/5,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
6/6,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
6/6,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
6/6,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
6/6,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
6/7,Tremor types,Rest,Postural,Intention,Task-specific,yellow
6/7,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
6/7,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
6/7,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
6/8,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
6/8,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
6/8,Evoked potentials,VEP,SSEP,BAER,MEP,blue
6/8,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
6/9,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
6/9,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
6/9,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
6/9,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
6/10,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
6/10,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
6/10,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
6/10,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
6/11,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
6/11,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
6/11,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
6/11,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
6/12,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
6/12,Aphasia types,Broca,Wernicke,Conduction,Global,green
6/12,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
6/12,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
6/13,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
6/13,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
6/13,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
6/13,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
6/14,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
6/14,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
6/14,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
6/14,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
6/15,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
6/15,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
6/15,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
6/15,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
6/16,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
6/16,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
6/16,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
6/16,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
6/17,Sleep stages,N1,N2,N3,REM,yellow
6/17,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
6/17,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
6/17,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
6/18,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
6/18,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
6/18,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
6/18,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
6/19,MRI sequences,T1,T2,FLAIR,DWI,yellow
6/19,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
6/19,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
6/19,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
6/20,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
6/20,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
6/20,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
6/20,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
6/21,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
6/21,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
6/21,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
6/21,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
6/22,Tremor types,Rest,Postural,Intention,Task-specific,yellow
6/22,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
6/22,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
6/22,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
6/23,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
6/23,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
6/23,Evoked potentials,VEP,SSEP,BAER,MEP,blue
6/23,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
6/24,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
6/24,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
6/24,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
6/24,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
6/25,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
6/25,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
6/25,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
6/25,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
6/26,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
6/26,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
6/26,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
6/26,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
6/27,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
6/27,Aphasia types,Broca,Wernicke,Conduction,Global,green
6/27,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
6/27,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
6/28,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
6/28,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
6/28,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
6/28,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
6/29,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
6/29,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
6/29,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
6/29,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
6/30,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
6/30,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
6/30,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
6/30,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
7/1,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
7/1,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
7/1,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
7/1,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
7/2,Sleep stages,N1,N2,N3,REM,yellow
7/2,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
7/2,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
7/2,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
7/3,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
7/3,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
7/3,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
7/3,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
7/4,MRI sequences,T1,T2,FLAIR,DWI,yellow
7/4,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
7/4,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
7/4,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
7/5,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
7/5,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
7/5,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
7/5,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
7/6,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
7/6,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
7/6,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
7/6,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
7/7,Tremor types,Rest,Postural,Intention,Task-specific,yellow
7/7,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
7/7,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
7/7,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
7/8,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
7/8,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
7/8,Evoked potentials,VEP,SSEP,BAER,MEP,blue
7/8,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
7/9,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
7/9,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
7/9,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
7/9,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
7/10,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
7/10,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
7/10,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
7/10,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
7/11,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
7/11,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
7/11,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
7/11,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
7/12,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
7/12,Aphasia types,Broca,Wernicke,Conduction,Global,green
7/12,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
7/12,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
7/13,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
7/13,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
7/13,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
7/13,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
7/14,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
7/14,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
7/14,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
7/14,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
7/15,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
7/15,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
7/15,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
7/15,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
7/16,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
7/16,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
7/16,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
7/16,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
7/17,Sleep stages,N1,N2,N3,REM,yellow
7/17,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
7/17,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
7/17,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
7/18,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
7/18,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
7/18,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
7/18,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
7/19,MRI sequences,T1,T2,FLAIR,DWI,yellow
7/19,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
7/19,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
7/19,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
7/20,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
7/20,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
7/20,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
7/20,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
7/21,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
7/21,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
7/21,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
7/21,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
7/22,Tremor types,Rest,Postural,Intention,Task-specific,yellow
7/22,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
7/22,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
7/22,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
7/23,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
7/23,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
7/23,Evoked potentials,VEP,SSEP,BAER,MEP,blue
7/23,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
7/24,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
7/24,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
7/24,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
7/24,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
7/25,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
7/25,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
7/25,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
7/25,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
7/26,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
7/26,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
7/26,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
7/26,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
7/27,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
7/27,Aphasia types,Broca,Wernicke,Conduction,Global,green
7/27,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
7/27,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
7/28,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
7/28,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
7/28,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
7/28,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
7/29,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
7/29,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
7/29,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
7/29,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
7/30,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
7/30,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
7/30,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
7/30,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
7/31,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
7/31,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
7/31,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
7/31,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
8/1,Sleep stages,N1,N2,N3,REM,yellow
8/1,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
8/1,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
8/1,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
8/2,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
8/2,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
8/2,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
8/2,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
8/3,MRI sequences,T1,T2,FLAIR,DWI,yellow
8/3,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
8/3,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
8/3,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
8/4,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
8/4,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
8/4,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
8/4,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
8/5,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
8/5,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
8/5,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
8/5,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
8/6,Tremor types,Rest,Postural,Intention,Task-specific,yellow
8/6,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
8/6,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
8/6,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
8/7,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
8/7,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
8/7,Evoked potentials,VEP,SSEP,BAER,MEP,blue
8/7,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
8/8,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
8/8,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
8/8,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
8/8,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
8/9,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
8/9,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
8/9,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
8/9,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
8/10,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
8/10,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
8/10,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
8/10,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
8/11,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
8/11,Aphasia types,Broca,Wernicke,Conduction,Global,green
8/11,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
8/11,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
8/12,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
8/12,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
8/12,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
8/12,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
8/13,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
8/13,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
8/13,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
8/13,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
8/14,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
8/14,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
8/14,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
8/14,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
8/15,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
8/15,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
8/15,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
8/15,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
8/16,Sleep stages,N1,N2,N3,REM,yellow
8/16,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
8/16,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
8/16,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
8/17,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
8/17,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
8/17,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
8/17,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
8/18,MRI sequences,T1,T2,FLAIR,DWI,yellow
8/18,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
8/18,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
8/18,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
8/19,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
8/19,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
8/19,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
