date,category,item1,item2,item3,item4,difficulty
06-06,Migraine preventives 9,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
06-06,Paraneoplastic Abs 10,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
06-06,Brodmann areas 29–32 IV,BA29,BA30,BA31,BA32,yellow
06-06,ASMs: Na⁺ channel blockers 5,Carbamazepine,Phenytoin,Lamotrigine,Lacosamide,green
06-07,PCA segments 5,P1,P2,P3,P4,green
06-07,CNS demyelinating disorders 9,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
06-07,Peripheral nerve fiber types IV,A-alpha,A-beta,A-delta,C,yellow
06-07,Antiplatelets for stroke 10,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
06-08,Cranial nerves 3 IV,CN IX (Glossopharyngeal),CN X (Vagus),CN XI (Spinal accessory),CN XII (Hypoglossal),yellow
06-08,Motor neuron diseases 9,ALS,SMA,PLS,PMA,blue
06-08,GBS variants 10,AIDP,AMAN,AMSAN,Miller Fisher,purple
06-08,Dural venous sinuses 5,Superior sagittal,Transverse,Sigmoid,Straight,green
06-09,Toxic neuropathies 11,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
06-09,Primitive reflexes 5,Grasp,Suck,Rooting,Moro,yellow
06-09,Stroke etiologies (TOAST) 5,Large artery,Cardioembolic,Small vessel,Other,green
06-09,Cerebral herniation types 9,Subfalcine,Uncal,Tonsillar,Upward,blue
06-10,Major spinal cord tracts 5,Lateral corticospinal,Spinothalamic,Dorsal column–ML,Spinocerebellar,green
06-10,Direct oral anticoagulants 11,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
06-10,Basal ganglia loops 9,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
06-10,Attention domains 5,Sustained,Selective,Alternating,Divided,yellow
06-11,Cerebral lobes 5,Frontal,Parietal,Temporal,Occipital,yellow
06-11,Mitochondrial disorders 11,MELAS,MERRF,LHON,Leigh,purple
06-11,Pyramidal vs extrapyramidal signs 10,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
06-11,Spinal nerve roots L5–S3 5,L5,S1,S2,S3,green
06-12,Cerebellar arteries 5,SCA,AICA,PICA,PICA tonsillar,green
06-12,Brodmann areas 5–8 5,BA5,BA6,BA7,BA8,yellow
06-12,Common mononeuropathies 10,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
06-12,Encephalitis causes 11,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
06-13,Dermatomes C6–T1 5,C6,C7,C8,T1,yellow
06-13,Autoimmune encephalitis Abs 11,Anti-NMDA,LGI1,CASPR2,GAD65,purple
06-13,MCA segments 5,M1,M2,M3,M4,green
06-13,Dopaminergic pathways 10,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
06-14,Common neurotransmitters 5,Glutamate,GABA,Dopamine,Serotonin,yellow
06-14,Cerebellar deep nuclei 10,Dentate,Emboliform,Globose,Fastigial,blue
06-14,Visual field defects 5,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,green
06-14,Huntington disease features 11,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
06-15,Memory systems 5,Working,Episodic,Semantic,Procedural,yellow
06-15,Neuromuscular junction disorders 10,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
06-15,Herpesviridae CNS 11,HSV-1,HSV-2,VZV,CMV,purple
06-15,Spinal nerve roots T5–T8 5,T5,T6,T7,T8,green
06-16,Demyelination on NCS/EMG 10,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
06-16,Leukodystrophies 11,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
06-16,Pupillary syndromes 5,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,green
06-16,Dermatomes C2–C5 5,C2,C3,C4,C5,yellow
06-17,Gait patterns 5,Hemiparetic,Ataxic,Steppage,Parkinsonian,yellow
06-17,Trinucleotide repeats 11,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
06-17,Basilar perforators (zones) 5,Paramedian,Short circumferential,Long circumferential,Pontine tegmental,green
06-17,Migraine abortives 10,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
06-18,Common reflexes 5,Biceps,Triceps,Patellar,Achilles,yellow
06-18,Cranial nerves with parasympathetics 5,III,VII,IX,X,green
06-18,Basal ganglia nuclei 10,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
06-18,NMJ antibodies 11,AChR,MuSK,LRP4,P/Q-type VGCC,purple
06-19,Gait abnormalities 10,Frontal,Spastic,Sensory ataxic,Antalgic,blue
06-19,Cranial nerves 1 5,CN I (Olfactory),CN II (Optic),CN III (Oculomotor),CN IV (Trochlear),yellow
06-19,ACA segments 5,A1,A2,A3,A4,green
06-19,Lysosomal storage (neuro) 11,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
06-20,Cranial nerves 2 5,CN V (Trigeminal),CN VI (Abducens),CN VII (Facial),CN VIII (Vestibulocochlear),yellow
06-20,Thunderclap etiologies 10,SAH,RCVS,Cervical dissection,CVT,blue
06-20,Aphasia types 5,Broca,Wernicke,Conduction,Global,green
06-20,Bacterial meningitis (adult) 11,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
06-21,CNS infections (immunocompromised) 11,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
06-21,Early ischemic CT signs 5,Hyperdense MCA,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
06-21,Brodmann areas 17–20 5,BA17,BA18,BA19,BA20,yellow
06-21,Phakomatoses vascular 10,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
06-22,Neurocutaneous disorders 10,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
06-22,Perfusion mismatch terms 5,Core,Penumbra,Mismatch ratio,Tmax delay,green
06-22,Paraneoplastic Abs 11,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
06-22,Dermatomes T2–T5 5,T2,T3,T4,T5,yellow
06-23,Spinal nerve roots C5–C8 5,C5,C6,C7,C8,green
06-23,Trigeminal autonomic cephalalgias 10,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
06-23,Sleep stages 5,N1,N2,N3,REM,yellow
06-23,Antiplatelets for stroke 11,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
06-24,Hemorrhage on CT 5,Epidural,Subdural,Subarachnoid,Intraparenchymal,green
06-24,Migraine preventives 10,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
06-24,Common stroke imaging 5,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
06-24,GBS variants 11,AIDP,AMAN,AMSAN,Miller Fisher,purple
06-25,CNS demyelinating disorders 10,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
06-25,Association fiber tracts 5,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
06-25,Brodmann areas 9–12 5,BA9,BA10,BA11,BA12,yellow
06-25,Toxic neuropathies 12,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
06-26,Motor neuron diseases 10,ALS,SMA,PLS,PMA,blue
06-26,Direct oral anticoagulants 12,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
06-26,Spinal nerve roots T9–T12 5,T9,T10,T11,T12,green
06-26,Brodmann areas 33–36 5,BA33,BA34,BA35,BA36,yellow
06-27,Susceptibility findings 5,Blooming on SWI,Microbleeds,Cavernoma,Hemorrhagic staining,green
06-27,Cerebral herniation types 10,Subfalcine,Uncal,Tonsillar,Upward,blue
06-27,Dermatomes S1–S4 5,S1,S2,S3,S4,yellow
06-27,Mitochondrial disorders 12,MELAS,MERRF,LHON,Leigh,purple
06-28,Meninges 5,Dura mater,Arachnoid mater,Pia mater,Subarachnoid space,yellow
06-28,Basal ganglia loops 10,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
06-28,Encephalitis causes 12,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
06-28,Status epilepticus sequence 5,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,green
06-29,Pyramidal vs extrapyramidal signs 11,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
06-29,Normal EEG rhythms 5,Alpha,Beta,Theta,Delta,green
06-29,Autoimmune encephalitis Abs 12,Anti-NMDA,LGI1,CASPR2,GAD65,purple
06-29,Parkinson cardinal features 5,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
06-30,Brodmann areas 37–40 5,BA37,BA38,BA39,BA40,yellow
06-30,Huntington disease features 12,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
06-30,Prehospital LVO scales 5,RACE,LAMS,FAST-ED,PASS,green
06-30,Common mononeuropathies 11,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
07-01,Spinal nerve roots L1–L4 5,L1,L2,L3,L4,green
07-01,Dopaminergic pathways 11,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
07-01,Ventricular system 5,Lateral ventricle,Third ventricle,Fourth ventricle,Cerebral aqueduct,yellow
07-01,Herpesviridae CNS 12,HSV-1,HSV-2,VZV,CMV,purple
07-02,Cerebellar deep nuclei 11,Dentate,Emboliform,Globose,Fastigial,blue
07-02,Brodmann areas 25–28 5,BA25,BA26,BA27,BA28,yellow
07-02,Leukodystrophies 12,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
07-02,Post-stroke complications 5,Hemorrhagic transformation,Edema,Seizure,Depression,green
07-03,Generalized epilepsy ASMs 5,Valproate,Levetiracetam,Ethosuximide,Lamotrigine,green
07-03,Neuromuscular junction disorders 11,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
07-03,Trinucleotide repeats 12,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
07-03,Dermatomes T6–T9 5,T6,T7,T8,T9,yellow
07-04,NMJ antibodies 12,AChR,MuSK,LRP4,P/Q-type VGCC,purple
07-04,Demyelination on NCS/EMG 11,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
07-04,LVO territory 5,ICA terminus,M1,M2 superior,M2 inferior,green
07-04,Dementia types 5,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
07-05,Focal epilepsy ASMs 5,Carbamazepine,Oxcarbazepine,Levetiracetam,Lacosamide,green
07-05,Lysosomal storage (neuro) 12,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
07-05,Brodmann areas 13–16 5,BA13,BA14,BA15,BA16,yellow
07-05,Migraine abortives 11,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
07-06,Circle of Willis 5,ACA,MCA,PCA,PCoA,green
07-06,Bacterial meningitis (adult) 12,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
07-06,Basal ganglia nuclei 11,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
07-06,Cerebellar signs 5,Dysmetria,Dysdiadochokinesia,Intention tremor,Ataxia,yellow
07-07,CNS infections (immunocompromised) 12,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
07-07,Pediatric epilepsy syndromes 5,West,Lennox–Gastaut,Dravet,Childhood absence,green
07-07,Gait abnormalities 11,Frontal,Spastic,Sensory ataxic,Antalgic,blue
07-07,Dermatomes T10–L1 5,T10,T11,T12,L1,yellow
07-08,Thunderclap etiologies 11,SAH,RCVS,Cervical dissection,CVT,blue
07-08,Paraneoplastic Abs 12,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
07-08,Normal EEG rhythms 5,Alpha,Beta,Theta,Delta,yellow
07-08,Visual pathway anatomy 5,Optic nerve,Optic chiasm,Optic tract,Optic radiations,green
07-09,Brodmann areas 49–52 5,BA49,BA50,BA51,BA52,yellow
07-09,Antiplatelets for stroke 12,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
07-09,Phakomatoses vascular 11,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
07-09,Spinal nerve roots T1–T4 5,T1,T2,T3,T4,green
07-10,Neurocutaneous disorders 11,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
07-10,Brodmann areas 21–24 5,BA21,BA22,BA23,BA24,yellow
07-10,Vascular imaging 5,CTA,MRA,DSA,CT Perfusion,green
07-10,GBS variants 12,AIDP,AMAN,AMSAN,Miller Fisher,purple
07-11,Trigeminal autonomic cephalalgias 11,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
07-11,Dermatomes L2–L5 5,L2,L3,L4,L5,yellow
07-11,Toxic neuropathies 13,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
07-11,Vertebral artery segments 5,V1,V2,V3,V4,green
07-12,Direct oral anticoagulants 13,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
07-12,Migraine preventives 11,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
07-12,Brodmann areas 45–48 5,BA45,BA46,BA47,BA48,yellow
07-12,MRI sequences 5,T1,T2,FLAIR,DWI,green
07-13,Mitochondrial disorders 13,MELAS,MERRF,LHON,Leigh,purple
07-13,CNS demyelinating disorders 11,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
07-13,Language domains 5,Naming,Fluency,Comprehension,Repetition,yellow
07-13,Brainstem stroke syndromes 5,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
07-14,Spinal nerve roots C1–C4 6,C1,C2,C3,C4,green
07-14,Motor neuron diseases 11,ALS,SMA,PLS,PMA,blue
07-14,Encephalitis causes 13,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
07-14,Brodmann areas 1–4 5,BA1,BA2,BA3,BA4,yellow
07-15,Cerebral herniation types 11,Subfalcine,Uncal,Tonsillar,Upward,blue
07-15,ASMs: Na⁺ channel blockers 6,Carbamazepine,Phenytoin,Lamotrigine,Lacosamide,green
07-15,Brodmann areas 41–44 5,BA41,BA42,BA43,BA44,yellow
07-15,Autoimmune encephalitis Abs 13,Anti-NMDA,LGI1,CASPR2,GAD65,purple
07-16,Basal ganglia loops 11,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
07-16,PCA segments 6,P1,P2,P3,P4,green
07-16,Huntington disease features 13,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
07-16,Brodmann areas 29–32 5,BA29,BA30,BA31,BA32,yellow
07-17,Dural venous sinuses 6,Superior sagittal,Transverse,Sigmoid,Straight,green
07-17,Peripheral nerve fiber types 5,A-alpha,A-beta,A-delta,C,yellow
07-17,Herpesviridae CNS 13,HSV-1,HSV-2,VZV,CMV,purple
07-17,Pyramidal vs extrapyramidal signs 12,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
07-18,Leukodystrophies 13,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
07-18,Common mononeuropathies 12,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
07-18,Stroke etiologies (TOAST) 6,Large artery,Cardioembolic,Small vessel,Other,green
07-18,Cranial nerves 3 5,CN IX (Glossopharyngeal),CN X (Vagus),CN XI (Spinal accessory),CN XII (Hypoglossal),yellow
07-19,Trinucleotide repeats 13,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
07-19,Primitive reflexes 6,Grasp,Suck,Rooting,Moro,yellow
07-19,Dopaminergic pathways 12,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
07-19,Major spinal cord tracts 6,Lateral corticospinal,Spinothalamic,Dorsal column–ML,Spinocerebellar,green
07-20,Spinal nerve roots L5–S3 6,L5,S1,S2,S3,green
07-20,NMJ antibodies 13,AChR,MuSK,LRP4,P/Q-type VGCC,purple
07-20,Attention domains 6,Sustained,Selective,Alternating,Divided,yellow
07-20,Cerebellar deep nuclei 12,Dentate,Emboliform,Globose,Fastigial,blue
07-21,Cerebellar arteries 6,SCA,AICA,PICA,PICA tonsillar,green
07-21,Neuromuscular junction disorders 12,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
07-21,Lysosomal storage (neuro) 13,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
07-21,Cerebral lobes 6,Frontal,Parietal,Temporal,Occipital,yellow
07-22,MCA segments 6,M1,M2,M3,M4,green
07-22,Brodmann areas 5–8 6,BA5,BA6,BA7,BA8,yellow
07-22,Demyelination on NCS/EMG 12,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
07-22,Bacterial meningitis (adult) 13,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
07-23,Migraine abortives 12,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
07-23,CNS infections (immunocompromised) 13,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
07-23,Visual field defects 6,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,green
07-23,Dermatomes C6–T1 6,C6,C7,C8,T1,yellow
07-24,Basal ganglia nuclei 12,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
07-24,Spinal nerve roots T5–T8 6,T5,T6,T7,T8,green
07-24,Common neurotransmitters 6,Glutamate,GABA,Dopamine,Serotonin,yellow
07-24,Paraneoplastic Abs 13,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
07-25,Gait abnormalities 12,Frontal,Spastic,Sensory ataxic,Antalgic,blue
07-25,Pupillary syndromes 6,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,green
07-25,Antiplatelets for stroke 13,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
07-25,Memory systems 6,Working,Episodic,Semantic,Procedural,yellow
07-26,GBS variants 13,AIDP,AMAN,AMSAN,Miller Fisher,purple
07-26,Dermatomes C2–C5 6,C2,C3,C4,C5,yellow
07-26,Basilar perforators (zones) 6,Paramedian,Short circumferential,Long circumferential,Pontine tegmental,green
07-26,Thunderclap etiologies 12,SAH,RCVS,Cervical dissection,CVT,blue
07-27,Toxic neuropathies 14,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
07-27,Cranial nerves with parasympathetics 6,III,VII,IX,X,green
07-27,Phakomatoses vascular 12,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
07-27,Gait patterns 6,Hemiparetic,Ataxic,Steppage,Parkinsonian,yellow
07-28,Direct oral anticoagulants 14,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
07-28,ACA segments 6,A1,A2,A3,A4,green
07-28,Neurocutaneous disorders 12,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
07-28,Common reflexes 6,Biceps,Triceps,Patellar,Achilles,yellow
07-29,Cranial nerves 1 6,CN I (Olfactory),CN II (Optic),CN III (Oculomotor),CN IV (Trochlear),yellow
07-29,Mitochondrial disorders 14,MELAS,MERRF,LHON,Leigh,purple
07-29,Aphasia types 6,Broca,Wernicke,Conduction,Global,green
07-29,Trigeminal autonomic cephalalgias 12,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
07-30,Migraine preventives 12,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
07-30,Cranial nerves 2 6,CN V (Trigeminal),CN VI (Abducens),CN VII (Facial),CN VIII (Vestibulocochlear),yellow
07-30,Early ischemic CT signs 6,Hyperdense MCA,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
07-30,Encephalitis causes 14,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
07-31,Autoimmune encephalitis Abs 14,Anti-NMDA,LGI1,CASPR2,GAD65,purple
07-31,CNS demyelinating disorders 12,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
07-31,Brodmann areas 17–20 6,BA17,BA18,BA19,BA20,yellow
07-31,Perfusion mismatch terms 6,Core,Penumbra,Mismatch ratio,Tmax delay,green
08-01,Motor neuron diseases 12,ALS,SMA,PLS,PMA,blue
08-01,Spinal nerve roots C5–C8 6,C5,C6,C7,C8,green
08-01,Huntington disease features 14,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
08-01,Dermatomes T2–T5 6,T2,T3,T4,T5,yellow
08-02,Sleep stages 6,N1,N2,N3,REM,yellow
08-02,Cerebral herniation types 12,Subfalcine,Uncal,Tonsillar,Upward,blue
08-02,Herpesviridae CNS 14,HSV-1,HSV-2,VZV,CMV,purple
08-02,Hemorrhage on CT 6,Epidural,Subdural,Subarachnoid,Intraparenchymal,green
08-03,Leukodystrophies 14,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
08-03,Basal ganglia loops 12,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
08-03,Common stroke imaging 6,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
08-03,Association fiber tracts 6,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
08-04,Brodmann areas 9–12 6,BA9,BA10,BA11,BA12,yellow
08-04,Trinucleotide repeats 14,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
08-04,Spinal nerve roots T9–T12 6,T9,T10,T11,T12,green
08-04,Pyramidal vs extrapyramidal signs 13,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
08-05,NMJ antibodies 14,AChR,MuSK,LRP4,P/Q-type VGCC,purple
08-05,Brodmann areas 33–36 6,BA33,BA34,BA35,BA36,yellow
08-05,Susceptibility findings 6,Blooming on SWI,Microbleeds,Cavernoma,Hemorrhagic staining,green
08-05,Common mononeuropathies 13,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
08-06,Dermatomes S1–S4 6,S1,S2,S3,S4,yellow
08-06,Status epilepticus sequence 6,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,green
08-06,Lysosomal storage (neuro) 14,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
08-06,Dopaminergic pathways 13,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
08-07,Meninges 6,Dura mater,Arachnoid mater,Pia mater,Subarachnoid space,yellow
08-07,Cerebellar deep nuclei 13,Dentate,Emboliform,Globose,Fastigial,blue
08-07,Normal EEG rhythms 6,Alpha,Beta,Theta,Delta,green
08-07,Bacterial meningitis (adult) 14,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
08-08,CNS infections (immunocompromised) 14,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
08-08,Parkinson cardinal features 6,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
08-08,Prehospital LVO scales 6,RACE,LAMS,FAST-ED,PASS,green
08-08,Neuromuscular junction disorders 13,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
08-09,Spinal nerve roots L1–L4 6,L1,L2,L3,L4,green
08-09,Demyelination on NCS/EMG 13,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
08-09,Brodmann areas 37–40 6,BA37,BA38,BA39,BA40,yellow
08-09,Paraneoplastic Abs 14,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
08-10,Antiplatelets for stroke 14,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
08-10,Migraine abortives 13,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
08-10,Post-stroke complications 6,Hemorrhagic transformation,Edema,Seizure,Depression,green
08-10,Ventricular system 6,Lateral ventricle,Third ventricle,Fourth ventricle,Cerebral aqueduct,yellow
08-11,Basal ganglia nuclei 13,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
08-11,GBS variants 14,AIDP,AMAN,AMSAN,Miller Fisher,purple
08-11,Brodmann areas 25–28 6,BA25,BA26,BA27,BA28,yellow
08-11,Generalized epilepsy ASMs 6,Valproate,Levetiracetam,Ethosuximide,Lamotrigine,green
08-12,Dermatomes T6–T9 6,T6,T7,T8,T9,yellow
08-12,Gait abnormalities 13,Frontal,Spastic,Sensory ataxic,Antalgic,blue
08-12,Toxic neuropathies 15,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
08-12,LVO territory 6,ICA terminus,M1,M2 superior,M2 inferior,green
08-13,Thunderclap etiologies 13,SAH,RCVS,Cervical dissection,CVT,blue
08-13,Focal epilepsy ASMs 6,Carbamazepine,Oxcarbazepine,Levetiracetam,Lacosamide,green
08-13,Direct oral anticoagulants 15,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
08-13,Dementia types 6,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
08-14,Circle of Willis 6,ACA,MCA,PCA,PCoA,green
08-14,Mitochondrial disorders 15,MELAS,MERRF,LHON,Leigh,purple
08-14,Phakomatoses vascular 13,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
08-14,Brodmann areas 13–16 6,BA13,BA14,BA15,BA16,yellow
08-15,Neurocutaneous disorders 13,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
08-15,Pediatric epilepsy syndromes 6,West,Lennox–Gastaut,Dravet,Childhood absence,green
08-15,Encephalitis causes 15,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
08-15,Cerebellar signs 6,Dysmetria,Dysdiadochokinesia,Intention tremor,Ataxia,yellow
08-16,Trigeminal autonomic cephalalgias 13,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
08-16,Visual pathway anatomy 6,Optic nerve,Optic chiasm,Optic tract,Optic radiations,green
08-16,Dermatomes T10–L1 6,T10,T11,T12,L1,yellow
08-16,Autoimmune encephalitis Abs 15,Anti-NMDA,LGI1,CASPR2,GAD65,purple
08-17,Migraine preventives 13,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
08-17,Huntington disease features 15,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
08-17,Normal EEG rhythms 6,Alpha,Beta,Theta,Delta,yellow
08-17,Spinal nerve roots T1–T4 6,T1,T2,T3,T4,green
08-18,Brodmann areas 49–52 6,BA49,BA50,BA51,BA52,yellow
08-18,Vascular imaging 6,CTA,MRA,DSA,CT Perfusion,green
08-18,CNS demyelinating disorders 13,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
08-18,Herpesviridae CNS 15,HSV-1,HSV-2,VZV,CMV,purple
08-19,Brodmann areas 21–24 6,BA21,BA22,BA23,BA24,yellow
08-19,Motor neuron diseases 13,ALS,SMA,PLS,PMA,blue
08-19,Vertebral artery segments 6,V1,V2,V3,V4,green
08-19,Leukodystrophies 15,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
08-20,MRI sequences 6,T1,T2,FLAIR,DWI,green
08-20,Cerebral herniation types 13,Subfalcine,Uncal,Tonsillar,Upward,blue
08-20,Trinucleotide repeats 15,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
08-20,Dermatomes L2–L5 6,L2,L3,L4,L5,yellow
08-21,NMJ antibodies 15,AChR,MuSK,LRP4,P/Q-type VGCC,purple
08-21,Basal ganglia loops 13,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
08-21,Brainstem stroke syndromes 6,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
08-21,Brodmann areas 45–48 6,BA45,BA46,BA47,BA48,yellow
08-22,Spinal nerve roots C1–C4 7,C1,C2,C3,C4,green
08-22,Lysosomal storage (neuro) 15,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
08-22,Pyramidal vs extrapyramidal signs 14,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
